id,providerListingId,imgSrc,hasImage,carouselPhotos,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,area,latLong,isZillowOwned,variableData,badgeInfo,isSaved,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,zestimate,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,info2String,hasAdditionalAttributions,isFeaturedListing,availabilityDate,list,relaxed,hasOpenHouse,openHouseDescription,openHouseEndDate,openHouseStartDate,brokerName,info3String,builderName,lotAreaString,isPropertyResultCDP,best_deal
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162059783,,https://photos.zillowstatic.com/fp/02c9cde1d7bea3424a2c719c7f2fc500-p_e.jpg,TRUE,"[{'url': 'https://photos.zillowstatic.com/fp/02c9cde1d7bea3424a2c719c7f2fc500-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c78b12600e298a946b2c0e8f0c6b8a20-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b222b9c7bf3ddcca3c55f81151d6afe8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/84268c08d6a9a4716615bee89c61b1ae-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7aaa5b135055926ad0328bf43e15e32a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5db0e2be06a638d9b5176a96fcc6e52e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9bb5bbcf95ca0c696e3e19460a277e38-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/576365d6ec8753111858433ba1777bcd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e74476b6c9ae2c2629ca246c29736e0b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bb7e89208ac037bcdb410ac93794a883-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/605dc5d61c8ec2c820b28890967e8b8a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4bfa2aa0fef535d59c35122fafc74976-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d19f83338b4c6e3be2fb8b56e7659051-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0ad284239a0e598d325a31aada8618f1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/37a9ce8c0f19078db1d55dd1c03262ad-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c8dddbb8b7fabcd3b78958eff15227dc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f15a9706ce83812c7021a74047301608-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/329219c6786b616918b545b2fafcf4ba-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3fa815e9123d2e936ebe0beaa5a006b8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/462622ce08d4f32e2a5b9e52961fcedd-p_e.jpg'}]",https://www.zillow.com/homedetails/1023-Clinton-St-APT-4A-Hoboken-NJ-07030/162059783_zpid/,FOR_SALE,Condo for sale,$,"$875,000 ",875000,"1023 Clinton St APT 4A, Hoboken, NJ 07030",1023 Clinton St APT 4A,Hoboken,NJ,7030,FALSE,2,2,1152,"{'latitude': 40.74636, 'longitude': -74.03214}",FALSE,"{'type': 'VIDEO_WALKTHROUGH', 'text': 'Video Walkthrough'}",,FALSE,FALSE,FALSE,ForSale,For Sale (Broker),874600,FALSE,FALSE,TRUE,FALSE,Listing provided by HCMLS,FALSE,FALSE,,TRUE,FALSE,,,,,,,,,,400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38882251,,https://photos.zillowstatic.com/fp/c363fa7af24d0946126dc0278076d36a-p_e.jpg,TRUE,"[{'url': 'https://photos.zillowstatic.com/fp/c363fa7af24d0946126dc0278076d36a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b40fb7410c12ea3948926ca817c298e4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2c3127ee666ca32158faebd03a9b68d1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2ac27b9a34113d2d36c03841daad8681-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a0165f04a0b7a52c634531d992e75151-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a0f4aee01fe954358a8d3be82dc01460-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6686d505fdb58f235d40b5f2a36ad6a9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ae40cbdde4d3117d87def3a4c8a47879-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cb9d527f3721c28bc392869e72f79a59-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7aa55c9a72a25f0c7b1e7e4a341149d0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1f21639ae08e2bf0265a596267e9cf35-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3f46b18805edfcf597ab1cf7516ee915-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cd9b0d119d52d76f012fe42d458cd2b1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/73e2cd18e7977186af070063b6d2785d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4050ce59193635cfc6c61fb4247cd79e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/76418ddd16d05bea373bbab8e341ff1c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0f4bdfea63903a05d83eb304654ae7a6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0f83986d17cd6da2e0c2e665ea49de54-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aad329ca9f38e4879a391c9c9d12e565-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9cdb811a3a3108c54a19d67c5d08358e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5ec2dfaeca9807370b79af4340bcadab-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1dad0d273bf0f8861963edc0dbea795e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/366521d9aaf106ca3ffb654d537dfe30-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bda08066a78dcf752b626141eacede8b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/98628b3277e9dac8a69f999a546c3e78-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/24f4e777333f648a85241e69916a3207-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/51f4794b32ed6f9cdffc1559e5b35bab-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/326cc7cec0ff41927eb1fb9dbad5970a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fe1c0f174c979072599ff4d83e021572-p_e.jpg'}]",https://www.zillow.com/homedetails/551-Observer-Hwy-APT-9C-Hoboken-NJ-07030/38882251_zpid/,FOR_SALE,Condo for sale,$,"$729,000 ",729000,"551 Observer Hwy APT 9C, Hoboken, NJ 07030",551 Observer Hwy APT 9C,Hoboken,NJ,7030,FALSE,2,2,1114,"{'latitude': 40.73692, 'longitude': -74.04031}",FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$10,000 (Nov 27)'}",,FALSE,FALSE,FALSE,ForSale,For Sale (Broker),728000,FALSE,FALSE,FALSE,FALSE,Listing provided by HCMLS,FALSE,FALSE,,TRUE,FALSE,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38882779,,https://photos.zillowstatic.com/fp/2daea843fade416ac076ac88a750dd77-p_e.jpg,TRUE,"[{'url': 'https://photos.zillowstatic.com/fp/2daea843fade416ac076ac88a750dd77-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3cebc00286b84db420f03add7ce09c54-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8df30d33166ea5087fad2b3da0f50436-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e2aa2bd7a6d5eaf9c2a6880ae3bae6bb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a00a864503a3cd26fddc1c5e5a078898-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4554a5b961991a638f6107ac5e03d8ea-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5834378c3505775f02e020eaf4fac8f8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e28e72f872c9f7a46d82f17f717dc61d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/97c6259137cb542ae5de6201109c8a02-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4457a1879e1eef9f0c5c54a4d663dceb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4819ad7651aad3460456f1f162fad061-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dbacb7f1046ad11b8f008f8c4477bc16-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/149f3f322f7282f9f0bc85a692550806-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/729c60d362ddd2e8dfce92ce6532c2de-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f8636501d892eb29a16ff630f3b6d8a6-p_e.jpg'}]",https://www.zillow.com/homedetails/126-Madison-St-APT-4-Hoboken-NJ-07030/38882779_zpid/,FOR_SALE,Condo for sale,$,"$449,000 ",449000,"126 Madison St APT 4, Hoboken, NJ 07030",126 Madison St APT 4,Hoboken,NJ,7030,FALSE,1,1,621,"{'latitude': 40.73992, 'longitude': -74.039}",FALSE,"{'type': 'DAYS_ON', 'text': '22 days on Zillow'}",,FALSE,FALSE,FALSE,ForSale,For Sale (Broker),447800,FALSE,FALSE,FALSE,FALSE,Listing provided by HCMLS,FALSE,FALSE,,TRUE,FALSE,,,,,,,,,,1200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68303691,,https://photos.zillowstatic.com/fp/2d07c9c8bbd98a8bdc6f852291407e33-p_e.jpg,TRUE,"[{'url': 'https://photos.zillowstatic.com/fp/2d07c9c8bbd98a8bdc6f852291407e33-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/691ef075b46a83b10466894284fe7980-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2039abe724961346ee179f51424ee751-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c3b3206cdb8bc45ea4eb8bed87598ff0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6db9358e15aa15ec82e78e6ed3e89cbb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a38705ecbbd6062cee00c3017c139967-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a387488699371d1952e96669b8e7be6b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/941f0316b3b3b3cc4be4e3c8327d883b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0365903a2082043a9f0c21730c1bdc64-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e79b1e3302d24986106ec8ed85394181-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/51429d972bfec688681b5ababf1f5250-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a134c08bf3c3da3f93c156cba6768fa5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ccdfb2c5e9346ac9c538e0fb6e6009c8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a5f4a8bffba8e07abeff2e6285e61c68-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/75760a6312d1edfe5884bf704be8c8b1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/55f13ce16c59860250d6cfe4d7e6a4ca-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1ab502d896430c8671db6f27a969b6d7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/120bbadaf9eed132d41e3d1d36f29622-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b4e257d974d391072357a12b94802a5e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fd2c03c9f3ea5726cc79684265186884-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/89324e12f0caafe1d993bc0e94094c26-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/214d6e3f550df254d2378d18ddda1f01-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0cd20c2d3d572ebba5c12bd29264438a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/300302fb17af9fbb9e749611672fa44a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6a9fa488144dae0d0120ed2b4a0fbd3b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/182dc49b9f12283cba4f02f4930c1331-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5578cbfbbf7d7559bf4d03b344827d2f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1ff48562e08f97eaee9f59d578564fa3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f5b14eebab67273ba327be118731b0f0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3cb46232d91fcf19d69ba02b7db2915d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9277885add07a66c7a25c852fb75330f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ed9779168b44836856566b7d9bb47ff0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b30954cb91becf124529df7d43e51604-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ea56b2917843da44fddef9c140ad7456-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d03868f34b8dce982356f995add2202f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aa9d242281daf6e7992702e58eada552-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/805a942271418a6e08107593e97f5a1c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3bf6ed6e67b2b360dc137f6a434838ec-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c528e06d11f19fe04e4746c5cf325aa4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/605fafccdf9b605b023e5fbd489e8e62-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ffebe699871ca299d26541c11e4d93ca-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aea477ed676f42fcbfa72efe6930add1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0b9cba4bfaef43d32c03c9aaca8e29c6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0fe1f17603c10668d3582a2660dd0134-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5438998b18f34bf8559e928f555bb44c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/44f9351d14bcbadda41abd2106979f93-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ed0c320558a4f919b1000bcf226f6b32-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/de55024839a650417016b76921533ba5-p_e.jpg'}]",https://www.zillow.com/homedetails/1500-Washington-St-APT-6S-Hoboken-NJ-07030/68303691_zpid/,FOR_SALE,Condo for sale,$,"$699,000 ",699000,"1500 Washington St APT 6S, Hoboken, NJ 07030",1500 Washington St APT 6S,Hoboken,NJ,7030,FALSE,1,1,835,"{'latitude': 40.75467, 'longitude': -74.02546}",FALSE,"{'type': 'DAYS_ON', 'text': '23 days on Zillow'}",,FALSE,FALSE,FALSE,ForSale,For Sale (Broker),697700,FALSE,FALSE,FALSE,FALSE,Listing provided by HCMLS,FALSE,FALSE,,TRUE,FALSE,,,,,,,,,,1300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59884669,,https://photos.zillowstatic.com/fp/49ab538b54853110bb7c8d6436fdcc7e-p_e.jpg,TRUE,"[{'url': 'https://photos.zillowstatic.com/fp/49ab538b54853110bb7c8d6436fdcc7e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6bae5820d1f225049737de10cfbdded4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/785d662f3904c1ac70482b96f1ce7aff-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6f2c15ee2ee7c6fbef0b8e7ea8851daf-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c773e0fa3e411576da8981305c254faf-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/083caf286483a1406c080e42c4fc8980-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1a521e577f8c87478ec9b8390317493e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fea4508ae4c2a0c0591e9b0922b0aa25-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/838fedfb99530cf8b3e9344360d1f445-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/83e7a43dbc1791f4b002353cfb45e7e3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/adca5de4d43cc57fb9ee13bd3fd99a2b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/75414f9cb7a4191a0625df9a775a9781-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/caf108e54bd3404a80e523303fb7f7f9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8a759471f1033b1efc930bbe602894d1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0d925d90703c13e65758cc45156d8525-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/54b9cfe6775623ff165c1d35cb643901-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e14cc3de5fd553dde542b0d82bf191ca-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dcfacb03f24ff0556109a8f37ef66b98-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f16a021424c7990088a2ef885d3af286-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d388e7abb4f1af0d9e9b4f360a6ea3ef-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/18081542f7b424550b7f95a54be67a0a-p_e.jpg'}]",https://www.zillow.com/homedetails/119-Madison-St-APT-3E-Hoboken-NJ-07030/59884669_zpid/,FOR_SALE,Condo for sale,$,"$825,000 ",825000,"119 Madison St APT 3E, Hoboken, NJ 07030",119 Madison St APT 3E,Hoboken,NJ,7030,FALSE,2,2,1310,"{'latitude': 40.739594, 'longitude': -74.03878}",FALSE,"{'type': 'DAYS_ON', 'text': '99 days on Zillow'}",,FALSE,FALSE,FALSE,ForSale,For Sale (Broker),816974,FALSE,FALSE,FALSE,FALSE,Listing provided by HCMLS,FALSE,FALSE,,TRUE,FALSE,,,,,,,,,,8026
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67094078,,https://photos.zillowstatic.com/fp/d4438747029a875e353e3ccc4ab78cc6-p_e.jpg,TRUE,"[{'url': 'https://photos.zillowstatic.com/fp/d4438747029a875e353e3ccc4ab78cc6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6716d733e00df1b640cd57e5f152d964-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ed9ea8f4427e1378a48a48b9acf11f2e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/373b64e9744744cf5cbce04450d6174d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e29efd04eda75363309d2bded82837e8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e1211a50bf35ba528dd5f8c299925f83-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7c7eb32d062911ad4f4ceb573cfa67e5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a0fcb78ec5e6e57e0d9c7cbf010b6180-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3594b39a1c5623b77d6bd466050beba1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cb398b790e8ba7b503c6bc518ac25e4c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/806f0cbc7976c215262463c06603444c-p_e.jpg'}]",https://www.zillow.com/homedetails/1110-Clinton-St-APT-5-Hoboken-NJ-07030/67094078_zpid/,FOR_SALE,Condo for sale,$,"$739,900 ",739900,"1110 Clinton St  UNIT  5 UNIT 5, Hoboken City, NJ 07030-3252",1110 Clinton St  UNIT  5 UNIT 5,Hoboken,NJ,7030,FALSE,2,2,1032,"{'latitude': 40.75121, 'longitude': -74.03205}",FALSE,"{'type': 'DAYS_ON', 'text': '137 days on Zillow'}",,FALSE,FALSE,FALSE,ForSale,For Sale (Broker),729639,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,,TRUE,FALSE,,,,,Top Choice Realty Network,,,,,10261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68303562,,https://photos.zillowstatic.com/fp/82c5afeb784714045138f49e3e145686-p_e.jpg,TRUE,"[{'url': 'https://photos.zillowstatic.com/fp/82c5afeb784714045138f49e3e145686-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6196550c0de7f38420df00dbb3ee5354-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b12cf666e578b315f04fedce65213ad1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8dc725c11e22866719cee9ed912b3b3d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/983ff93040a90248b58c5cc640e2d15b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8305f38fad8318f5799f959be5dc6ce6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0f1de50419933aa0d5b2620068ea77f2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/874cf18bf4e72e99a593709a691339be-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c0376c7c27ace656783688086db3ee7c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/40bc21e42ffb4dacd7ae6ec1bafcbf17-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bdd57d33d32e55bd684443a90892dda2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7c9b730f902528773c775886518b843c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d49020ea6bef8afdf88ef218614cbbeb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3a14041e482ac5d99166cbacce993cfd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b44e5d560d34ba1197da4784bffec3d2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/89259c993c25471fa721de55f5415948-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2946d664b5ab2d6c70281074d963716c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bc727a299277345ebdf150c9f2df8579-p_e.jpg'}]",https://www.zillow.com/homedetails/1122-Washington-St-APT-3-Hoboken-NJ-07030/68303562_zpid/,FOR_SALE,Condo for sale,$,"$569,000 ",569000,"1122 Washington St APT 3, Hoboken, NJ 07030",1122 Washington St APT 3,Hoboken,NJ,7030,FALSE,2,1,894,"{'latitude': 40.750908, 'longitude': -74.02721}",FALSE,"{'type': 'DAYS_ON', 'text': '126 days on Zillow'}",,FALSE,FALSE,FALSE,ForSale,For Sale (Broker),558479,FALSE,FALSE,FALSE,FALSE,Listing provided by HCMLS,FALSE,FALSE,,TRUE,FALSE,,,,,,,,,,10521
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080138555,,https://photos.zillowstatic.com/fp/43b702be3b182c4867f6d372cfbce310-p_e.jpg,TRUE,"[{'url': 'https://photos.zillowstatic.com/fp/43b702be3b182c4867f6d372cfbce310-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e3bcc94a3ad96343fc69be721fdbbe3e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0d071b204d16fa78a1f940b9129dd512-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4bc9a672ef318845e011e3cae99774eb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/38b1890ac843f80f7f2f2259365e28a3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1bbbc2a687cbb30371ece6d2c8f1a2ab-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5b3bcaa6a060a56ba6a96e297e531469-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/94c669d5a059ffcdfac3414057394d0e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0ca0f26027908399630538af3c19379c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/10c97acc1e1e3bf468a424961874ce67-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3535213b3b06af3981d2b7ef870be406-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ccf5a13f820e4f92cab17a5c65308c80-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d6cbb104119e8fff71e1d4b23b93e631-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5512bb721c68f7c2601a927b3e7300fc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2217df4b3f6ca62e7f8705ad5f701b3b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d4b9804f39e1faa26e96fb9e7102498f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7447a0d52b3cbc04e82fc741fe88b7f1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e142d7437a59548cd6eb0a9d62e725ae-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fa71a2db1059a9d91d45e1b409672a10-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/548096e8bed00006f495cddaa1ff0e89-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0a1a70a2b9c0cbbb3505a5f3ffa0095f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/228e78ee11a92b92eb4526ea9a6d2ad6-p_e.jpg'}]",https://www.zillow.com/homedetails/117-Harrison-St-UNIT-2B-Hoboken-NJ-07030/2080138555_zpid/,FOR_SALE,Condo for sale,$,"$1,475,000 ",1475000,"117 Harrison St UNIT 2B, Hoboken, NJ 07030",117 Harrison St UNIT 2B,Hoboken,NJ,7030,FALSE,3,2,1662,"{'latitude': 40.739998, 'longitude': -74.04147}",FALSE,"{'type': 'DAYS_ON', 'text': '50 days on Zillow'}",,FALSE,FALSE,FALSE,ForSale,For Sale (Broker),1455600,FALSE,FALSE,FALSE,FALSE,Listing provided by HCMLS,FALSE,FALSE,,TRUE,FALSE,,,,,,,,,,19400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
